forgetting;lifetimes;snapshot_interval;mu;theta;lambda;units
exponential;720;10;0.3;0.1;0.00152585040092793;60
exponential;720;10;0.3;0.2;0.0005631459834835614;60
exponential;720;10;0.5;0.1;0.0022353304339362504;60
exponential;720;10;0.5;0.2;0.001272626016491882;60
exponential;720;10;0.8;0.1;0.0028881132523331052;60
exponential;720;10;0.8;0.2;0.001925408834888737;60
exponential;720;30;0.3;0.1;0.00152585040092793;60
exponential;720;30;0.3;0.2;0.0005631459834835614;60
exponential;720;30;0.5;0.1;0.0022353304339362504;60
exponential;720;30;0.5;0.2;0.001272626016491882;60
exponential;720;30;0.8;0.1;0.0028881132523331052;60
exponential;720;30;0.8;0.2;0.001925408834888737;60
exponential;720;60;0.3;0.1;0.00152585040092793;60
exponential;720;60;0.3;0.2;0.0005631459834835614;60
exponential;720;60;0.5;0.1;0.0022353304339362504;60
exponential;720;60;0.5;0.2;0.001272626016491882;60
exponential;720;60;0.8;0.1;0.0028881132523331052;60
exponential;720;60;0.8;0.2;0.001925408834888737;60
exponential;720;120;0.3;0.1;0.00152585040092793;60
exponential;720;120;0.3;0.2;0.0005631459834835614;60
exponential;720;120;0.5;0.1;0.0022353304339362504;60
exponential;720;120;0.5;0.2;0.001272626016491882;60
exponential;720;120;0.8;0.1;0.0028881132523331052;60
exponential;720;120;0.8;0.2;0.001925408834888737;60
exponential;720;180;0.3;0.1;0.00152585040092793;60
exponential;720;180;0.3;0.2;0.0005631459834835614;60
exponential;720;180;0.5;0.1;0.0022353304339362504;60
exponential;720;180;0.5;0.2;0.001272626016491882;60
exponential;720;180;0.8;0.1;0.0028881132523331052;60
exponential;720;180;0.8;0.2;0.001925408834888737;60
exponential;720;240;0.3;0.1;0.00152585040092793;60
exponential;720;240;0.3;0.2;0.0005631459834835614;60
exponential;720;240;0.5;0.1;0.0022353304339362504;60
exponential;720;240;0.5;0.2;0.001272626016491882;60
exponential;720;240;0.8;0.1;0.0028881132523331052;60
exponential;720;240;0.8;0.2;0.001925408834888737;60
exponential;720;300;0.3;0.1;0.00152585040092793;60
exponential;720;300;0.3;0.2;0.0005631459834835614;60
exponential;720;300;0.5;0.1;0.0022353304339362504;60
exponential;720;300;0.5;0.2;0.001272626016491882;60
exponential;720;300;0.8;0.1;0.0028881132523331052;60
exponential;720;300;0.8;0.2;0.001925408834888737;60
exponential;720;360;0.3;0.1;0.00152585040092793;60
exponential;720;360;0.3;0.2;0.0005631459834835614;60
exponential;720;360;0.5;0.1;0.0022353304339362504;60
exponential;720;360;0.5;0.2;0.001272626016491882;60
exponential;720;360;0.8;0.1;0.0028881132523331052;60
exponential;720;360;0.8;0.2;0.001925408834888737;60
exponential;1440;0;0.3;0.1;0.000762925200463965;60
exponential;1440;0;0.3;0.2;0.0002815729917417807;60
exponential;1440;0;0.5;0.1;0.0011176652169681252;60
exponential;1440;0;0.5;0.2;0.000636313008245941;60
exponential;1440;0;0.8;0.1;0.0014440566261665526;60
exponential;1440;0;0.8;0.2;0.0009627044174443685;60
exponential;1440;5;0.3;0.1;0.000762925200463965;60
exponential;1440;5;0.3;0.2;0.0002815729917417807;60
exponential;1440;5;0.5;0.1;0.0011176652169681252;60
exponential;1440;5;0.5;0.2;0.000636313008245941;60
exponential;1440;5;0.8;0.1;0.0014440566261665526;60
exponential;1440;5;0.8;0.2;0.0009627044174443685;60
exponential;1440;10;0.3;0.1;0.000762925200463965;60
exponential;1440;10;0.3;0.2;0.0002815729917417807;60
exponential;1440;10;0.5;0.1;0.0011176652169681252;60
exponential;1440;10;0.5;0.2;0.000636313008245941;60
exponential;1440;10;0.8;0.1;0.0014440566261665526;60
exponential;1440;10;0.8;0.2;0.0009627044174443685;60
exponential;1440;30;0.3;0.1;0.000762925200463965;60
exponential;1440;30;0.3;0.2;0.0002815729917417807;60
exponential;1440;30;0.5;0.1;0.0011176652169681252;60
exponential;1440;30;0.5;0.2;0.000636313008245941;60
exponential;1440;30;0.8;0.1;0.0014440566261665526;60
exponential;1440;30;0.8;0.2;0.0009627044174443685;60
exponential;1440;60;0.3;0.1;0.000762925200463965;60
exponential;1440;60;0.3;0.2;0.0002815729917417807;60
exponential;1440;60;0.5;0.1;0.0011176652169681252;60
exponential;1440;60;0.5;0.2;0.000636313008245941;60
exponential;1440;60;0.8;0.1;0.0014440566261665526;60
exponential;1440;60;0.8;0.2;0.0009627044174443685;60
exponential;1440;120;0.3;0.1;0.000762925200463965;60
exponential;1440;120;0.3;0.2;0.0002815729917417807;60
exponential;1440;120;0.5;0.1;0.0011176652169681252;60
exponential;1440;120;0.5;0.2;0.000636313008245941;60
exponential;1440;120;0.8;0.1;0.0014440566261665526;60
exponential;1440;120;0.8;0.2;0.0009627044174443685;60
exponential;1440;180;0.3;0.1;0.000762925200463965;60
exponential;1440;180;0.3;0.2;0.0002815729917417807;60
exponential;1440;180;0.5;0.1;0.0011176652169681252;60
exponential;1440;180;0.5;0.2;0.000636313008245941;60
exponential;1440;180;0.8;0.1;0.0014440566261665526;60
exponential;1440;180;0.8;0.2;0.0009627044174443685;60
exponential;1440;240;0.3;0.1;0.000762925200463965;60
exponential;1440;240;0.3;0.2;0.0002815729917417807;60
exponential;1440;240;0.5;0.1;0.0011176652169681252;60
exponential;1440;240;0.5;0.2;0.000636313008245941;60
exponential;1440;240;0.8;0.1;0.0014440566261665526;60
exponential;1440;240;0.8;0.2;0.0009627044174443685;60
exponential;1440;300;0.3;0.1;0.000762925200463965;60
exponential;1440;300;0.3;0.2;0.0002815729917417807;60
exponential;1440;300;0.5;0.1;0.0011176652169681252;60
exponential;1440;300;0.5;0.2;0.000636313008245941;60
exponential;1440;300;0.8;0.1;0.0014440566261665526;60
exponential;1440;300;0.8;0.2;0.0009627044174443685;60
exponential;1440;360;0.3;0.1;0.000762925200463965;60
exponential;1440;360;0.3;0.2;0.0002815729917417807;60
exponential;1440;360;0.5;0.1;0.0011176652169681252;60
exponential;1440;360;0.5;0.2;0.000636313008245941;60
exponential;1440;360;0.8;0.1;0.0014440566261665526;60
exponential;1440;360;0.8;0.2;0.0009627044174443685;60
exponential;2880;0;0.3;0.1;0.0003814626002319825;60
exponential;2880;0;0.3;0.2;0.00014078649587089036;60
exponential;2880;0;0.5;0.1;0.0005588326084840626;60
exponential;2880;0;0.5;0.2;0.0003181565041229705;60
exponential;2880;0;0.8;0.1;0.0007220283130832763;60
exponential;2880;0;0.8;0.2;0.0004813522087221842;60
exponential;2880;5;0.3;0.1;0.0003814626002319825;60
exponential;2880;5;0.3;0.2;0.00014078649587089036;60
exponential;2880;5;0.5;0.1;0.0005588326084840626;60
exponential;2880;5;0.5;0.2;0.0003181565041229705;60
exponential;2880;5;0.8;0.1;0.0007220283130832763;60
exponential;2880;5;0.8;0.2;0.0004813522087221842;60
exponential;2880;10;0.3;0.1;0.0003814626002319825;60
exponential;2880;10;0.3;0.2;0.00014078649587089036;60
exponential;2880;10;0.5;0.1;0.0005588326084840626;60
exponential;2880;10;0.5;0.2;0.0003181565041229705;60
exponential;2880;10;0.8;0.1;0.0007220283130832763;60
exponential;2880;10;0.8;0.2;0.0004813522087221842;60
exponential;2880;30;0.3;0.1;0.0003814626002319825;60
exponential;2880;30;0.3;0.2;0.00014078649587089036;60
exponential;2880;30;0.5;0.1;0.0005588326084840626;60
exponential;2880;30;0.5;0.2;0.0003181565041229705;60
exponential;2880;30;0.8;0.1;0.0007220283130832763;60
exponential;2880;30;0.8;0.2;0.0004813522087221842;60
exponential;2880;60;0.3;0.1;0.0003814626002319825;60
exponential;2880;60;0.3;0.2;0.00014078649587089036;60
exponential;2880;60;0.5;0.1;0.0005588326084840626;60
exponential;2880;60;0.5;0.2;0.0003181565041229705;60
exponential;2880;60;0.8;0.1;0.0007220283130832763;60
exponential;2880;60;0.8;0.2;0.0004813522087221842;60
exponential;2880;120;0.3;0.1;0.0003814626002319825;60
exponential;2880;120;0.3;0.2;0.00014078649587089036;60
exponential;2880;120;0.5;0.1;0.0005588326084840626;60
exponential;2880;120;0.5;0.2;0.0003181565041229705;60
exponential;2880;120;0.8;0.1;0.0007220283130832763;60
exponential;2880;120;0.8;0.2;0.0004813522087221842;60
exponential;2880;180;0.3;0.1;0.0003814626002319825;60
exponential;2880;180;0.3;0.2;0.00014078649587089036;60
exponential;2880;180;0.5;0.1;0.0005588326084840626;60
exponential;2880;180;0.5;0.2;0.0003181565041229705;60
exponential;2880;180;0.8;0.1;0.0007220283130832763;60
exponential;2880;180;0.8;0.2;0.0004813522087221842;60
exponential;2880;240;0.3;0.1;0.0003814626002319825;60
exponential;2880;240;0.3;0.2;0.00014078649587089036;60
exponential;2880;240;0.5;0.1;0.0005588326084840626;60
exponential;2880;240;0.5;0.2;0.0003181565041229705;60
exponential;2880;240;0.8;0.1;0.0007220283130832763;60
exponential;2880;240;0.8;0.2;0.0004813522087221842;60
exponential;2880;300;0.3;0.1;0.0003814626002319825;60
exponential;2880;300;0.3;0.2;0.00014078649587089036;60
exponential;2880;300;0.5;0.1;0.0005588326084840626;60
exponential;2880;300;0.5;0.2;0.0003181565041229705;60
exponential;2880;300;0.8;0.1;0.0007220283130832763;60
exponential;2880;300;0.8;0.2;0.0004813522087221842;60
exponential;2880;360;0.3;0.1;0.0003814626002319825;60
exponential;2880;360;0.3;0.2;0.00014078649587089036;60
exponential;2880;360;0.5;0.1;0.0005588326084840626;60
exponential;2880;360;0.5;0.2;0.0003181565041229705;60
exponential;2880;360;0.8;0.1;0.0007220283130832763;60
exponential;2880;360;0.8;0.2;0.0004813522087221842;60
power;30;0;0.3;0.1;3.7365972396798424;60
power;30;0;0.3;0.2;1.379066864052851;60
power;30;0;0.5;0.1;5.474016013718668;60
power;30;0;0.5;0.2;3.1164856380916763;60
power;30;0;0.8;0.1;7.072591126880973;60
power;30;0;0.8;0.2;4.715060751253983;60
power;30;5;0.3;0.1;3.7365972396798424;60
power;30;5;0.3;0.2;1.379066864052851;60
power;30;5;0.5;0.1;5.474016013718668;60
power;30;5;0.5;0.2;3.1164856380916763;60
power;30;5;0.8;0.1;7.072591126880973;60
power;30;5;0.8;0.2;4.715060751253983;60
power;30;10;0.3;0.1;3.7365972396798424;60
power;30;10;0.3;0.2;1.379066864052851;60
power;30;10;0.5;0.1;5.474016013718668;60
power;30;10;0.5;0.2;3.1164856380916763;60
power;30;10;0.8;0.1;7.072591126880973;60
power;30;10;0.8;0.2;4.715060751253983;60
power;30;30;0.3;0.1;3.7365972396798424;60
power;30;30;0.3;0.2;1.379066864052851;60
power;30;30;0.5;0.1;5.474016013718668;60
power;30;30;0.5;0.2;3.1164856380916763;60
power;30;30;0.8;0.1;7.072591126880973;60
power;30;30;0.8;0.2;4.715060751253983;60
power;30;60;0.3;0.1;3.7365972396798424;60
power;30;60;0.3;0.2;1.379066864052851;60
power;30;60;0.5;0.1;5.474016013718668;60
power;30;60;0.5;0.2;3.1164856380916763;60
power;30;60;0.8;0.1;7.072591126880973;60
power;30;60;0.8;0.2;4.715060751253983;60
power;30;120;0.3;0.1;3.7365972396798424;60
power;30;120;0.3;0.2;1.379066864052851;60
power;30;120;0.5;0.1;5.474016013718668;60
power;30;120;0.5;0.2;3.1164856380916763;60
power;30;120;0.8;0.1;7.072591126880973;60
power;30;120;0.8;0.2;4.715060751253983;60
power;30;180;0.3;0.1;3.7365972396798424;60
power;30;180;0.3;0.2;1.379066864052851;60
power;30;180;0.5;0.1;5.474016013718668;60
power;30;180;0.5;0.2;3.1164856380916763;60
power;30;180;0.8;0.1;7.072591126880973;60
power;30;180;0.8;0.2;4.715060751253983;60
power;30;240;0.3;0.1;3.7365972396798424;60
power;30;240;0.3;0.2;1.379066864052851;60
power;30;240;0.5;0.1;5.474016013718668;60
power;30;240;0.5;0.2;3.1164856380916763;60
power;30;240;0.8;0.1;7.072591126880973;60
power;30;240;0.8;0.2;4.715060751253983;60
power;30;300;0.3;0.1;3.7365972396798424;60
power;30;300;0.3;0.2;1.379066864052851;60
power;30;300;0.5;0.1;5.474016013718668;60
power;30;300;0.5;0.2;3.1164856380916763;60
power;30;300;0.8;0.1;7.072591126880973;60
power;30;300;0.8;0.2;4.715060751253983;60
power;30;360;0.3;0.1;3.7365972396798424;60
power;30;360;0.3;0.2;1.379066864052851;60
power;30;360;0.5;0.1;5.474016013718668;60
power;30;360;0.5;0.2;3.1164856380916763;60
power;30;360;0.8;0.1;7.072591126880973;60
power;30;360;0.8;0.2;4.715060751253983;60
power;60;0;0.3;0.1;4.498097250098651;60
power;60;0;0.3;0.2;1.6601138605534582;60
power;60;0;0.5;0.1;6.589593365008647;60
power;60;0;0.5;0.2;3.7516099754634555;60
power;60;0;0.8;0.1;8.513950168635576;60
power;60;0;0.8;0.2;5.675966779090385;60
power;60;5;0.3;0.1;4.498097250098651;60
power;60;5;0.3;0.2;1.6601138605534582;60
power;60;5;0.5;0.1;6.589593365008647;60
power;60;5;0.5;0.2;3.7516099754634555;60
power;60;5;0.8;0.1;8.513950168635576;60
power;60;5;0.8;0.2;5.675966779090385;60
power;60;10;0.3;0.1;4.498097250098651;60
power;60;10;0.3;0.2;1.6601138605534582;60
power;60;10;0.5;0.1;6.589593365008647;60
power;60;10;0.5;0.2;3.7516099754634555;60
power;60;10;0.8;0.1;8.513950168635576;60
power;60;10;0.8;0.2;5.675966779090385;60
power;60;30;0.3;0.1;4.498097250098651;60
power;60;30;0.3;0.2;1.6601138605534582;60
power;60;30;0.5;0.1;6.589593365008647;60
power;60;30;0.5;0.2;3.7516099754634555;60
power;60;30;0.8;0.1;8.513950168635576;60
power;60;30;0.8;0.2;5.675966779090385;60
power;60;60;0.3;0.1;4.498097250098651;60
power;60;60;0.3;0.2;1.6601138605534582;60
power;60;60;0.5;0.1;6.589593365008647;60
power;60;60;0.5;0.2;3.7516099754634555;60
power;60;60;0.8;0.1;8.513950168635576;60
power;60;60;0.8;0.2;5.675966779090385;60
power;60;120;0.3;0.1;4.498097250098651;60
power;60;120;0.3;0.2;1.6601138605534582;60
power;60;120;0.5;0.1;6.589593365008647;60
power;60;120;0.5;0.2;3.7516099754634555;60
power;60;120;0.8;0.1;8.513950168635576;60
power;60;120;0.8;0.2;5.675966779090385;60
power;60;180;0.3;0.1;4.498097250098651;60
power;60;180;0.3;0.2;1.6601138605534582;60
power;60;180;0.5;0.1;6.589593365008647;60
power;60;180;0.5;0.2;3.7516099754634555;60
power;60;180;0.8;0.1;8.513950168635576;60
power;60;180;0.8;0.2;5.675966779090385;60
power;60;240;0.3;0.1;4.498097250098651;60
power;60;240;0.3;0.2;1.6601138605534582;60
power;60;240;0.5;0.1;6.589593365008647;60
power;60;240;0.5;0.2;3.7516099754634555;60
power;60;240;0.8;0.1;8.513950168635576;60
power;60;240;0.8;0.2;5.675966779090385;60
power;60;300;0.3;0.1;4.498097250098651;60
power;60;300;0.3;0.2;1.6601138605534582;60
power;60;300;0.5;0.1;6.589593365008647;60
power;60;300;0.5;0.2;3.7516099754634555;60
power;60;300;0.8;0.1;8.513950168635576;60
power;60;300;0.8;0.2;5.675966779090385;60
power;60;360;0.3;0.1;4.498097250098651;60
power;60;360;0.3;0.2;1.6601138605534582;60
power;60;360;0.5;0.1;6.589593365008647;60
power;60;360;0.5;0.2;3.7516099754634555;60
power;60;360;0.8;0.1;8.513950168635576;60
power;60;360;0.8;0.2;5.675966779090385;60
power;90;0;0.3;0.1;4.943546200492424;60
power;90;0;0.3;0.2;1.8245158144466238;60
power;90;0;0.5;0.1;7.242164282167119;60
power;90;0;0.5;0.2;4.1231338961213195;60
power;90;0;0.8;0.1;9.3570911581374;60
power;90;0;0.8;0.2;6.2380607720916;60
power;90;5;0.3;0.1;4.943546200492424;60
power;90;5;0.3;0.2;1.8245158144466238;60
power;90;5;0.5;0.1;7.242164282167119;60
power;90;5;0.5;0.2;4.1231338961213195;60
power;90;5;0.8;0.1;9.3570911581374;60
power;90;5;0.8;0.2;6.2380607720916;60
power;90;10;0.3;0.1;4.943546200492424;60
power;90;10;0.3;0.2;1.8245158144466238;60
power;90;10;0.5;0.1;7.242164282167119;60
power;90;10;0.5;0.2;4.1231338961213195;60
power;90;10;0.8;0.1;9.3570911581374;60
power;90;10;0.8;0.2;6.2380607720916;60
power;90;30;0.3;0.1;4.943546200492424;60
power;90;30;0.3;0.2;1.8245158144466238;60
power;90;30;0.5;0.1;7.242164282167119;60
power;90;30;0.5;0.2;4.1231338961213195;60
power;90;30;0.8;0.1;9.3570911581374;60
power;90;30;0.8;0.2;6.2380607720916;60
power;90;60;0.3;0.1;4.943546200492424;60
power;90;60;0.3;0.2;1.8245158144466238;60
power;90;60;0.5;0.1;7.242164282167119;60
power;90;60;0.5;0.2;4.1231338961213195;60
power;90;60;0.8;0.1;9.3570911581374;60
power;90;60;0.8;0.2;6.2380607720916;60
power;90;120;0.3;0.1;4.943546200492424;60
power;90;120;0.3;0.2;1.8245158144466238;60
power;90;120;0.5;0.1;7.242164282167119;60
power;90;120;0.5;0.2;4.1231338961213195;60
power;90;120;0.8;0.1;9.3570911581374;60
power;90;120;0.8;0.2;6.2380607720916;60
power;90;180;0.3;0.1;4.943546200492424;60
power;90;180;0.3;0.2;1.8245158144466238;60
power;90;180;0.5;0.1;7.242164282167119;60
power;90;180;0.5;0.2;4.1231338961213195;60
power;90;180;0.8;0.1;9.3570911581374;60
power;90;180;0.8;0.2;6.2380607720916;60
power;90;240;0.3;0.1;4.943546200492424;60
power;90;240;0.3;0.2;1.8245158144466238;60
power;90;240;0.5;0.1;7.242164282167119;60
power;90;240;0.5;0.2;4.1231338961213195;60
power;90;240;0.8;0.1;9.3570911581374;60
power;90;240;0.8;0.2;6.2380607720916;60
power;90;300;0.3;0.1;4.943546200492424;60
power;90;300;0.3;0.2;1.8245158144466238;60
power;90;300;0.5;0.1;7.242164282167119;60
power;90;300;0.5;0.2;4.1231338961213195;60
power;90;300;0.8;0.1;9.3570911581374;60
power;90;300;0.8;0.2;6.2380607720916;60
power;90;360;0.3;0.1;4.943546200492424;60
power;90;360;0.3;0.2;1.8245158144466238;60
power;90;360;0.5;0.1;7.242164282167119;60
power;90;360;0.5;0.2;4.1231338961213195;60
power;90;360;0.8;0.1;9.3570911581374;60
power;90;360;0.8;0.2;6.2380607720916;60
power;120;0;0.3;0.1;5.2595972605174595;60
power;120;0;0.3;0.2;1.9411608570540657;60
power;120;0;0.5;0.1;7.705170716298628;60
power;120;0;0.5;0.2;4.386734312835235;60
power;120;0;0.8;0.1;9.955309210390181;60
power;120;0;0.8;0.2;6.636872806926788;60
power;120;5;0.3;0.1;5.2595972605174595;60
power;120;5;0.3;0.2;1.9411608570540657;60
power;120;5;0.5;0.1;7.705170716298628;60
power;120;5;0.5;0.2;4.386734312835235;60
power;120;5;0.8;0.1;9.955309210390181;60
power;120;5;0.8;0.2;6.636872806926788;60
power;120;10;0.3;0.1;5.2595972605174595;60
power;120;10;0.3;0.2;1.9411608570540657;60
power;120;10;0.5;0.1;7.705170716298628;60
power;120;10;0.5;0.2;4.386734312835235;60
power;120;10;0.8;0.1;9.955309210390181;60
power;120;10;0.8;0.2;6.636872806926788;60
power;120;30;0.3;0.1;5.2595972605174595;60
power;120;30;0.3;0.2;1.9411608570540657;60
power;120;30;0.5;0.1;7.705170716298628;60
power;120;30;0.5;0.2;4.386734312835235;60
power;120;30;0.8;0.1;9.955309210390181;60
power;120;30;0.8;0.2;6.636872806926788;60
power;120;60;0.3;0.1;5.2595972605174595;60
power;120;60;0.3;0.2;1.9411608570540657;60
power;120;60;0.5;0.1;7.705170716298628;60
power;120;60;0.5;0.2;4.386734312835235;60
power;120;60;0.8;0.1;9.955309210390181;60
power;120;60;0.8;0.2;6.636872806926788;60
power;120;120;0.3;0.1;5.2595972605174595;60
power;120;120;0.3;0.2;1.9411608570540657;60
power;120;120;0.5;0.1;7.705170716298628;60
power;120;120;0.5;0.2;4.386734312835235;60
power;120;120;0.8;0.1;9.955309210390181;60
power;120;120;0.8;0.2;6.636872806926788;60
power;120;180;0.3;0.1;5.2595972605174595;60
power;120;180;0.3;0.2;1.9411608570540657;60
power;120;180;0.5;0.1;7.705170716298628;60
power;120;180;0.5;0.2;4.386734312835235;60
power;120;180;0.8;0.1;9.955309210390181;60
power;120;180;0.8;0.2;6.636872806926788;60
power;120;240;0.3;0.1;5.2595972605174595;60
power;120;240;0.3;0.2;1.9411608570540657;60
power;120;240;0.5;0.1;7.705170716298628;60
power;120;240;0.5;0.2;4.386734312835235;60
power;120;240;0.8;0.1;9.955309210390181;60
power;120;240;0.8;0.2;6.636872806926788;60
power;120;300;0.3;0.1;5.2595972605174595;60
power;120;300;0.3;0.2;1.9411608570540657;60
power;120;300;0.5;0.1;7.705170716298628;60
power;120;300;0.5;0.2;4.386734312835235;60
power;120;300;0.8;0.1;9.955309210390181;60
power;120;300;0.8;0.2;6.636872806926788;60
power;120;360;0.3;0.1;5.2595972605174595;60
power;120;360;0.3;0.2;1.9411608570540657;60
power;120;360;0.5;0.1;7.705170716298628;60
power;120;360;0.5;0.2;4.386734312835235;60
power;120;360;0.8;0.1;9.955309210390181;60
power;120;360;0.8;0.2;6.636872806926788;60
